state,seed,method,theta,n_frag,top1,status,precision,recall,f1,exact_slip,clean_fragments,n_pred,n_true,ari,same_slip_precision,cross_slip_joins,cross_slip_rate
P4,0,latent,-0.6190392084062235,731,0.558641975308642,FEASIBLE,0.6368038740920097,0.8117283950617284,0.7137042062415196,0.44878048780487806,0.41450068399452805,413,324,0.706691823041377,0.8789346246973365,50,0.12106537530266348
P4,0,latent,0.0,731,0.558641975308642,FEASIBLE,0.6416464891041163,0.8179012345679012,0.7191316146540028,0.43902439024390244,0.41450068399452805,413,324,0.7757695550160524,0.9249394673123487,31,0.07506053268765134
P4,0,latent,0.8472978603872034,731,0.558641975308642,OPTIMAL,0.654228855721393,0.8117283950617284,0.7245179063360883,0.4292682926829268,0.40902872777017785,402,324,0.7536314375325236,0.9303482587064676,28,0.06965174129353235
P4,0,latent,1.7346010553881064,731,0.558641975308642,OPTIMAL,0.6721763085399449,0.7530864197530864,0.7103347889374091,0.3951219512195122,0.4062927496580027,363,324,0.6906167674241678,0.928374655647383,26,0.07162534435261703
P4,0,latent,2.9444389791664394,731,0.558641975308642,OPTIMAL,0.7003367003367004,0.6419753086419753,0.6698872785829306,0.36585365853658536,0.4158686730506156,297,324,0.576751116467257,0.9292929292929293,21,0.07070707070707072
P4,0,latent,4.595119850134589,731,0.558641975308642,OPTIMAL,0.7365853658536585,0.4660493827160494,0.5708884688090736,0.2634146341463415,0.37756497948016415,205,324,0.4248862573871727,0.9658536585365853,7,0.034146341463414664
P4,0,latent,5.806138481293727,731,0.558641975308642,OPTIMAL,0.7637795275590551,0.2993827160493827,0.43015521064301554,0.15121951219512195,0.33105335157318744,127,324,0.27989851014197203,0.984251968503937,2,0.015748031496062964
P4,1,full,-1.3862943611198906,732,0.5738831615120275,FEASIBLE,0.5031185031185031,0.8316151202749141,0.6269430051813472,0.24271844660194175,0.21448087431693988,481,291,0.7276662327405674,0.8191268191268192,87,0.18087318087318083
P4,1,full,-0.6190392084062235,732,0.5738831615120275,FEASIBLE,0.5168067226890757,0.845360824742268,0.6414602346805738,0.2621359223300971,0.2390710382513661,476,291,0.7756868266662148,0.8487394957983193,72,0.1512605042016807
P4,1,full,0.0,732,0.5738831615120275,FEASIBLE,0.5194805194805194,0.8247422680412371,0.6374501992031872,0.2621359223300971,0.24043715846994534,462,291,0.7416001785366649,0.8484848484848485,70,0.1515151515151515
P4,1,full,0.8472978603872034,732,0.5738831615120275,FEASIBLE,0.5235955056179775,0.8006872852233677,0.6331521739130435,0.2766990291262136,0.2540983606557377,445,291,0.7332862648885624,0.8539325842696629,65,0.1460674157303371
P4,1,full,1.7346010553881064,732,0.5738831615120275,OPTIMAL,0.5454545454545454,0.7835051546391752,0.6431593794076165,0.2961165048543689,0.2827868852459016,418,291,0.7122919832464513,0.861244019138756,58,0.13875598086124397
P4,1,full,2.9444389791664394,732,0.5738831615120275,OPTIMAL,0.5646437994722955,0.7353951890034365,0.6388059701492538,0.3058252427184466,0.30327868852459017,379,291,0.6614591724102786,0.8759894459102903,47,0.12401055408970973
P4,1,full,4.595119850134589,732,0.5738831615120275,OPTIMAL,0.6347517730496454,0.6151202749140894,0.62478184991274,0.34951456310679613,0.4057377049180328,282,291,0.5154133117309788,0.9113475177304965,25,0.08865248226950351
P4,1,full,5.806138481293727,732,0.5738831615120275,OPTIMAL,0.6715686274509803,0.47079037800687284,0.5535353535353535,0.32038834951456313,0.41939890710382516,204,291,0.401404862522834,0.9509803921568627,10,0.0490196078431373
