tag,state,seed,n_frag,n_true_joins,top1,top5,top50,coherence,method,theta,theta_at_edge,solve_s,status,n_arcs,precision,recall,f1,exact_slip,clean_fragments,n_pred,n_true,ari,same_slip_precision,cross_slip_joins,cross_slip_rate
ablation,P4,1,1148,467,0.4989293361884368,0.7366167023554604,0.9357601713062098,0.6616702355460385,full,1.7346010553881064,False,19.482163190841675,OPTIMAL,1477,0.5504731861198738,0.7473233404710921,0.633969118982743,0.2670807453416149,0.2770034843205575,634,467,0.6660200874303982,0.832807570977918,106,0.16719242902208198
ablation,P4,1,1148,467,0.4989293361884368,0.7366167023554604,0.9357601713062098,0.6616702355460385,full_no_notch,1.7346010553881064,False,0.7966303825378418,OPTIMAL,1477,0.537984496124031,0.7430406852248393,0.6241007194244604,0.2515527950310559,0.259581881533101,645,467,0.6304026096932708,0.8124031007751938,121,0.18759689922480616
ablation,P4,1,1148,467,0.4989293361884368,0.7366167023554604,0.9357601713062098,0.6616702355460385,full_no_hand,1.7346010553881064,False,19.731085538864136,OPTIMAL,1510,0.5275974025974026,0.69593147751606,0.600184672206833,0.2670807453416149,0.2813588850174216,616,467,0.580576010531847,0.7808441558441559,135,0.2191558441558441
ablation,P4,2,1105,457,0.5010940919037199,0.737417943107221,0.9387308533916849,0.6039387308533917,latent,0.0,False,180.2076210975647,FEASIBLE,3322,0.6156405990016639,0.8096280087527352,0.6994328922495273,0.45229681978798586,0.4235294117647059,601,457,0.7240404288578423,0.8635607321131448,82,0.13643926788685523
ablation,P4,2,1105,457,0.5010940919037199,0.737417943107221,0.9387308533916849,0.6039387308533917,no_length,0.8472978603872034,False,180.1041977405548,FEASIBLE,2398,0.5341246290801187,0.787746170678337,0.6366047745358091,0.29328621908127206,0.28778280542986423,674,457,0.609445020031696,0.7848664688427299,145,0.21513353115727007
ablation,P4,2,1105,457,0.5010940919037199,0.737417943107221,0.9387308533916849,0.6039387308533917,no_notch,-0.8472978603872036,False,180.18206691741943,FEASIBLE,4895,0.5676923076923077,0.8074398249452954,0.6666666666666666,0.3992932862190813,0.36289592760180994,650,457,0.720740724800914,0.8246153846153846,114,0.17538461538461536
ablation,P4,2,1105,457,0.5010940919037199,0.737417943107221,0.9387308533916849,0.6039387308533917,no_width,-1.3862943611198906,False,180.3356418609619,FEASIBLE,13731,0.584251968503937,0.811816192560175,0.6794871794871795,0.4169611307420495,0.3665158371040724,635,457,0.7075738664632122,0.8330708661417323,106,0.1669291338582677
ablation,P4,2,1105,457,0.5010940919037199,0.737417943107221,0.9387308533916849,0.6039387308533917,no_strat,2.9444389791664394,False,180.23044109344482,FEASIBLE,4625,0.51434034416826,0.5886214442013129,0.5489795918367347,0.3003533568904594,0.3212669683257919,523,457,0.467491655803525,0.6883365200764818,163,0.31166347992351817
ablation,P4,2,1105,457,0.5010940919037199,0.737417943107221,0.9387308533916849,0.6039387308533917,no_hand,1.7346010553881064,False,33.61174964904785,OPTIMAL,1453,0.610726643598616,0.7724288840262582,0.6821256038647343,0.4381625441696113,0.416289592760181,578,457,0.6374371270439344,0.8183391003460208,105,0.18166089965397925
ablation,P4,2,1105,457,0.5010940919037199,0.737417943107221,0.9387308533916849,0.6039387308533917,full,1.7346010553881064,False,3.7195286750793457,OPTIMAL,1439,0.6003316749585407,0.7921225382932167,0.6830188679245283,0.4275618374558304,0.3927601809954751,603,457,0.679208536615966,0.8424543946932007,95,0.15754560530679929
